line_no,diffmyers-HRegionServer.java,diffhistogram-HRegionServer.java,diffminimal-HRegionServer.java,diffpatience-HRegionServer.java
2325 , -          } ," -      boolean closed = closeregion(encodedregionname', 'false', 'zk', 'versionofclosingnode', 'sn); "," -      boolean closed = closeregion(encodedregionname', 'false', 'zk', 'versionofclosingnode', 'sn); "," -      boolean closed = closeregion(encodedregionname', 'false', 'zk', 'versionofclosingnode', 'sn);"
2326 , -        } , -      closeregionresponse.builder builder = closeregionresponse.newbuilder().setclosed(closed); , -      closeregionresponse.builder builder = closeregionresponse.newbuilder().setclosed(closed); , -      closeregionresponse.builder builder = closeregionresponse.newbuilder().setclosed(closed);
2327 , - , -      return builder.build(); , -      return builder.build(); , -      return builder.build();
2328 , -        builder.addopeningstate(regionopeningstate.opened); , -    } catch (ioexception ie) { , -    } catch (ioexception ie) { , -    } catch (ioexception ie) {
2329 , - , -      throw new serviceexception(ie); , -      throw new serviceexception(ie); , -      throw new serviceexception(ie);
2330 , -      } catch (keeperexception zookeeperex) { , -    } , -    } , -    }
2331 ," -        log.error(""can\'t retrieve recovering state from zookeeper""', 'zookeeperex); ", -  } , -  } , -  }
2332 , -        throw new serviceexception(zookeeperex); , - , - , -
2333 , -      } catch (ioexception ie) { , -  /** , -  /** , -  /**
2334 ," -        log.warn(""failed opening region "" + region.getregionnameasstring()', 'ie); ", -   * flush a region on the region server. , -   * flush a region on the region server. , -   * flush a region on the region server.
2335 , -        if (isbulkassign) { , -   * , -   * , -   *
2336 , -          builder.addopeningstate(regionopeningstate.failed_opening); , -   * @param controller the rpc controller , -   * @param controller the rpc controller , -   * @param controller the rpc controller
2337 , -        } else { , -   * @param request the request , -   * @param request the request , -   * @param request the request
2338 , -          throw new serviceexception(ie); , -   * @throws serviceexception , -   * @throws serviceexception , -   * @throws serviceexception
2339 , -        } , -   */ , -   */ , -   */
2340 , -      } , -  @override , -  @override , -  @override
2341 , -    } , -  @qospriority(priority=hconstants.high_qos) , -  @qospriority(priority=hconstants.high_qos) , -  @qospriority(priority=hconstants.high_qos)
2342 , - , -  public flushregionresponse flushregion(final rpccontroller controller , -  public flushregionresponse flushregion(final rpccontroller controller , -  public flushregionresponse flushregion(final rpccontroller controller
2343 , -    return builder.build(); , -      final flushregionrequest request) throws serviceexception { , -      final flushregionrequest request) throws serviceexception { , -      final flushregionrequest request) throws serviceexception {
2344 , -  } , -    try { , -    try { , -    try {
2345 , - , -      checkopen(); , -      checkopen(); , -      checkopen();
2346 , -  @override , -      requestcount.increment(); , -      requestcount.increment(); , -      requestcount.increment();
2347 , -  public void updateregionfavorednodesmapping(string encodedregionname , -      hregion region = getregion(request.getregion()); , -      hregion region = getregion(request.getregion()); , -      hregion region = getregion(request.getregion());
2348 , -      list<org.apache.hadoop.hbase.protobuf.generated.hbaseprotos.servername> favorednodes) { ," -      log.info(""flushing "" + region.getregionnameasstring()); "," -      log.info(""flushing "" + region.getregionnameasstring()); "," -      log.info(""flushing "" + region.getregionnameasstring());"
2349 , -    inetsocketaddress[] addr = new inetsocketaddress[favorednodes.size()]; , -      boolean shouldflush = true; , -      boolean shouldflush = true; , -      boolean shouldflush = true;
2350 , -    // refer to the comment on the declaration of regionfavorednodesmap on why , -      if (request.hasifolderthants()) { , -      if (request.hasifolderthants()) { , -      if (request.hasifolderthants()) {
2351 , -    // it is a map of region name to inetsocketaddress[] , -        shouldflush = region.getlastflushtime() < request.getifolderthants(); , -        shouldflush = region.getlastflushtime() < request.getifolderthants(); , -        shouldflush = region.getlastflushtime() < request.getifolderthants();
2352 , -    for (int i = 0; i < favorednodes.size(); i++) { , -      } , -      } , -      }
2353 , -      addr[i] = inetsocketaddress.createunresolved(favorednodes.get(i).gethostname() , -      flushregionresponse.builder builder = flushregionresponse.newbuilder(); , -      flushregionresponse.builder builder = flushregionresponse.newbuilder(); , -      flushregionresponse.builder builder = flushregionresponse.newbuilder();
2354 , -          favorednodes.get(i).getport()); , -      if (shouldflush) { , -      if (shouldflush) { , -      if (shouldflush) {
2355 , -    } , -        boolean result = region.flushcache(); , -        boolean result = region.flushcache(); , -        boolean result = region.flushcache();
2356 ," -    regionfavorednodesmap.put(encodedregionname', 'addr); ", -        if (result) { , -        if (result) { , -        if (result) {
2357 , -  } , -          this.compactsplitthread.requestsystemcompaction(region , -          this.compactsplitthread.requestsystemcompaction(region , -          this.compactsplitthread.requestsystemcompaction(region
2358 , - ," -              ""compaction through user triggered flush""); "," -              ""compaction through user triggered flush""); "," -              ""compaction through user triggered flush"");"
2359 , -  /** , -        } , -        } , -        }
2360 , -   * return the favored nodes for a region given its encoded name. look at the , -        builder.setflushed(result); , -        builder.setflushed(result); , -        builder.setflushed(result);
2361 , -   * comment around {@link #regionfavorednodesmap} on why it is inetsocketaddress[] , -      } , -      } , -      }
2362 , -   * @param encodedregionname , -      builder.setlastflushtime(region.getlastflushtime()); , -      builder.setlastflushtime(region.getlastflushtime()); , -      builder.setlastflushtime(region.getlastflushtime());
2363 , -   * @return array of favored locations , -      return builder.build(); , -      return builder.build(); , -      return builder.build();
2364 , -   */ , -    } catch (droppedsnapshotexception ex) { , -    } catch (droppedsnapshotexception ex) { , -    } catch (droppedsnapshotexception ex) {
2365 , -  @override , -      // cache flush can fail in a few places. if it fails in a critical , -      // cache flush can fail in a few places. if it fails in a critical , -      // cache flush can fail in a few places. if it fails in a critical
2366 , -  public inetsocketaddress[] getfavorednodesforregion(string encodedregionname) { ," -      // section', 'we get a droppedsnapshotexception and a replay of hlog "," -      // section', 'we get a droppedsnapshotexception and a replay of hlog "," -      // section', 'we get a droppedsnapshotexception and a replay of hlog"
